Data da Venda,Nome do Produto,Preço da Venda,Flag Promoção,Estoque
2023-01-19,Produto_43,82.56,1,27
2023-01-19,Produto_43,82.56,0,27
2023-01-19,Produto_43,82.56,0,27
2023-01-19,Produto_44,77.34,0,334
2023-01-19,Produto_44,77.34,1,334
2023-01-19,Produto_44,77.34,0,334
2023-01-19,Produto_45,26.61,1,30
2023-01-19,Produto_45,26.61,1,30
2023-01-19,Produto_45,26.61,0,30
2023-01-19,Produto_45,26.61,0,30
2023-01-19,Produto_45,26.61,0,30
2023-01-19,Produto_46,28.84,0,213
2023-01-19,Produto_46,28.84,1,213
2023-01-19,Produto_46,28.84,1,213
2023-01-19,Produto_46,28.84,0,213
2023-01-19,Produto_46,28.84,1,213
2023-01-19,Produto_46,28.84,0,213
2023-01-19,Produto_47,43.34,0,286
2023-01-19,Produto_47,43.34,0,286
2023-01-19,Produto_47,43.34,0,286
2023-01-19,Produto_47,43.34,1,286
2023-01-19,Produto_47,43.34,1,286
2023-01-19,Produto_47,43.34,1,286
2023-01-19,Produto_47,43.34,1,286
2023-01-19,Produto_47,43.34,1,286
2023-01-19,Produto_47,43.34,1,286
2023-01-19,Produto_48,53.61,1,85
2023-01-19,Produto_48,53.61,0,85
2023-01-19,Produto_48,53.61,0,85
2023-01-19,Produto_48,53.61,1,85
2023-01-19,Produto_48,53.61,0,85
2023-01-19,Produto_48,53.61,0,85
2023-01-19,Produto_48,53.61,0,85
2023-01-19,Produto_48,53.61,1,85
2023-01-19,Produto_48,53.61,0,85
2023-01-19,Produto_50,43.2,1,121
2023-01-19,Produto_50,43.2,0,121
2023-01-19,Produto_50,43.2,0,121
2023-01-19,Produto_50,43.2,0,121
2023-01-19,Produto_50,43.2,0,121
2023-01-19,Produto_50,43.2,0,121
2023-01-19,Produto_50,43.2,0,121
2023-01-19,Produto_50,43.2,1,121
2023-01-19,Produto_52,77.27,1,298
2023-01-19,Produto_52,77.27,1,298
2023-01-19,Produto_52,77.27,0,298
2023-01-19,Produto_52,77.27,0,298
2023-01-19,Produto_52,77.27,0,298
2023-01-19,Produto_52,77.27,0,298
2023-01-19,Produto_52,77.27,1,298
2023-01-19,Produto_53,13.3,0,136
2023-01-19,Produto_53,13.3,1,136
2023-01-19,Produto_53,13.3,1,136
2023-01-19,Produto_53,13.3,1,136
2023-01-19,Produto_53,13.3,0,136
2023-01-19,Produto_53,13.3,1,136
2023-01-19,Produto_54,32.72,0,227
2023-01-19,Produto_54,32.72,1,227
2023-01-19,Produto_54,32.72,0,227
2023-01-19,Produto_54,32.72,1,227
2023-01-19,Produto_54,32.72,0,227
2023-01-19,Produto_54,32.72,1,227
2023-01-19,Produto_54,32.72,0,227
2023-01-19,Produto_54,32.72,0,227
2023-01-19,Produto_55,74.2,0,371
2023-01-19,Produto_55,74.2,0,371
2023-01-19,Produto_56,90.57,1,51
2023-01-19,Produto_56,90.57,1,51
2023-01-19,Produto_56,90.57,0,51
2023-01-19,Produto_56,90.57,0,51
2023-01-19,Produto_56,90.57,1,51
2023-01-19,Produto_56,90.57,0,51
2023-01-19,Produto_56,90.57,1,51
2023-01-19,Produto_56,90.57,1,51
2023-01-19,Produto_56,90.57,1,51
2023-01-19,Produto_57,56.05,1,264
2023-01-19,Produto_57,56.05,0,264
2023-01-19,Produto_57,56.05,1,264
2023-01-19,Produto_59,19.65,1,201
2023-01-19,Produto_59,19.65,0,201
2023-01-19,Produto_59,19.65,0,201
2023-01-19,Produto_59,19.65,1,201
2023-01-19,Produto_59,19.65,1,201
2023-01-19,Produto_59,19.65,1,201
2023-01-19,Produto_60,50.27,1,239
2023-01-19,Produto_60,50.27,0,239
2023-01-19,Produto_60,50.27,0,239
2023-01-19,Produto_60,50.27,1,239
2023-01-19,Produto_60,50.27,0,239
2023-01-19,Produto_61,57.94,1,346
2023-01-19,Produto_63,34.23,0,363
2023-01-19,Produto_64,43.96,0,292
2023-01-19,Produto_64,43.96,1,292
2023-01-19,Produto_64,43.96,1,292
2023-01-19,Produto_64,43.96,0,292
2023-01-19,Produto_64,43.96,0,292
2023-01-19,Produto_64,43.96,1,292
2023-01-19,Produto_64,43.96,1,292
2023-01-19,Produto_64,43.96,1,292
2023-01-19,Produto_64,43.96,1,292
2023-01-19,Produto_65,11.81,1,40
2023-01-19,Produto_65,11.81,0,40
2023-01-19,Produto_65,11.81,1,40
2023-01-19,Produto_65,11.81,0,40
2023-01-19,Produto_65,11.81,0,40
2023-01-19,Produto_65,11.81,1,40
2023-01-19,Produto_66,38.99,1,329
2023-01-19,Produto_66,38.99,1,329
2023-01-19,Produto_66,38.99,1,329
2023-01-19,Produto_66,38.99,1,329
2023-01-19,Produto_66,38.99,1,329
2023-01-19,Produto_66,38.99,0,329
2023-01-19,Produto_66,38.99,0,329
2023-01-19,Produto_66,38.99,1,329
2023-01-19,Produto_67,29.03,1,408
2023-01-19,Produto_67,29.03,0,408
2023-01-19,Produto_67,29.03,0,408
2023-01-19,Produto_67,29.03,1,408
2023-01-19,Produto_67,29.03,0,408
2023-01-19,Produto_67,29.03,1,408
2023-01-19,Produto_67,29.03,0,408
2023-01-19,Produto_67,29.03,1,408
2023-01-19,Produto_68,39.47,0,371
2023-01-19,Produto_68,39.47,1,371
2023-01-19,Produto_68,39.47,0,371
2023-01-19,Produto_68,39.47,0,371
2023-01-19,Produto_68,39.47,1,371
2023-01-19,Produto_68,39.47,0,371
2023-01-19,Produto_69,20.78,0,229
2023-01-19,Produto_69,20.78,1,229
2023-01-19,Produto_69,20.78,1,229
2023-01-19,Produto_69,20.78,0,229
2023-01-19,Produto_69,20.78,1,229
2023-01-19,Produto_69,20.78,0,229
2023-01-19,Produto_69,20.78,1,229
2023-01-19,Produto_70,90.15,1,393
2023-01-19,Produto_70,90.15,1,393
2023-01-19,Produto_70,90.15,1,393
2023-01-19,Produto_70,90.15,0,393
2023-01-19,Produto_70,90.15,0,393
2023-01-19,Produto_70,90.15,0,393
2023-01-19,Produto_70,90.15,0,393
2023-01-19,Produto_70,90.15,1,393
2023-01-19,Produto_70,90.15,0,393
2023-01-19,Produto_72,71.12,1,169
2023-01-19,Produto_72,71.12,0,169
2023-01-19,Produto_74,54.86,0,392
2023-01-19,Produto_74,54.86,1,392
2023-01-19,Produto_74,54.86,0,392
2023-01-19,Produto_74,54.86,0,392
2023-01-19,Produto_74,54.86,1,392
2023-01-19,Produto_74,54.86,0,392
2023-01-19,Produto_75,17.82,0,0
2023-01-19,Produto_75,17.82,1,0
2023-01-19,Produto_75,17.82,0,0
2023-01-19,Produto_75,17.82,1,0
2023-01-19,Produto_76,58.34,1,322
2023-01-19,Produto_77,62.82,0,360
2023-01-19,Produto_77,62.82,0,360
2023-01-19,Produto_77,62.82,1,360
2023-01-19,Produto_77,62.82,0,360
2023-01-19,Produto_77,62.82,0,360
2023-01-19,Produto_77,62.82,0,360
2023-01-19,Produto_77,62.82,1,360
2023-01-19,Produto_77,62.82,1,360
2023-01-19,Produto_79,48.85,1,360
2023-01-19,Produto_79,48.85,0,360
2023-01-19,Produto_79,48.85,0,360
2023-01-19,Produto_80,21.48,0,5
2023-01-19,Produto_80,21.48,1,5
2023-01-19,Produto_80,21.48,0,5
2023-01-19,Produto_80,21.48,1,5
2023-01-19,Produto_80,21.48,1,5
2023-01-19,Produto_80,21.48,0,5
2023-01-19,Produto_80,21.48,1,5
2023-01-19,Produto_80,21.48,0,5
2023-01-19,Produto_80,21.48,1,5
2023-01-19,Produto_81,35.54,1,74
2023-01-19,Produto_81,35.54,0,74
2023-01-19,Produto_81,35.54,1,74
2023-01-19,Produto_81,35.54,0,74
2023-01-19,Produto_81,35.54,1,74
2023-01-19,Produto_81,35.54,1,74
2023-01-19,Produto_81,35.54,1,74
2023-01-19,Produto_81,35.54,1,74
2023-01-19,Produto_82,42.68,1,214
2023-01-19,Produto_82,42.68,1,214
2023-01-19,Produto_83,68.13,0,266
2023-01-19,Produto_83,68.13,1,266
2023-01-19,Produto_83,68.13,0,266
2023-01-19,Produto_83,68.13,1,266
2023-01-19,Produto_83,68.13,0,266
2023-01-19,Produto_83,68.13,1,266
2023-01-19,Produto_83,68.13,1,266
2023-01-19,Produto_84,61.37,0,155
2023-01-19,Produto_85,42.05,0,340
2023-01-19,Produto_85,42.05,1,340
2023-01-19,Produto_88,31.35,0,106
2023-01-19,Produto_88,31.35,1,106
2023-01-19,Produto_88,31.35,0,106
2023-01-19,Produto_88,31.35,1,106
2023-01-19,Produto_89,19.16,1,144
2023-01-19,Produto_89,19.16,1,144
2023-01-19,Produto_89,19.16,1,144
2023-01-19,Produto_91,32.14,1,227
2023-01-19,Produto_91,32.14,1,227
2023-01-19,Produto_91,32.14,1,227
2023-01-19,Produto_91,32.14,0,227
2023-01-19,Produto_91,32.14,1,227
2023-01-19,Produto_91,32.14,0,227
2023-01-19,Produto_91,32.14,0,227
2023-01-19,Produto_91,32.14,1,227
2023-01-19,Produto_91,32.14,0,227
2023-01-19,Produto_92,24.46,1,303
2023-01-19,Produto_92,24.46,0,303
2023-01-19,Produto_92,24.46,0,303
2023-01-19,Produto_92,24.46,0,303
2023-01-19,Produto_92,24.46,0,303
2023-01-19,Produto_92,24.46,1,303
2023-01-19,Produto_92,24.46,0,303
2023-01-19,Produto_92,24.46,1,303
2023-01-19,Produto_93,26.79,1,289
2023-01-19,Produto_93,26.79,0,289
2023-01-19,Produto_93,26.79,1,289
2023-01-19,Produto_93,26.79,0,289
2023-01-19,Produto_93,26.79,1,289
2023-01-19,Produto_94,35.66,0,250
2023-01-19,Produto_94,35.66,1,250
2023-01-19,Produto_94,35.66,0,250
2023-01-19,Produto_94,35.66,1,250
2023-01-19,Produto_94,35.66,1,250
2023-01-19,Produto_95,25.6,0,160
2023-01-19,Produto_96,90.71,0,216
2023-01-19,Produto_96,90.71,0,216
2023-01-19,Produto_96,90.71,0,216
2023-01-19,Produto_96,90.71,1,216
2023-01-19,Produto_96,90.71,0,216
2023-01-19,Produto_96,90.71,1,216
2023-01-19,Produto_97,17.22,1,168
2023-01-19,Produto_97,17.22,0,168
2023-01-19,Produto_97,17.22,0,168
2023-01-19,Produto_97,17.22,1,168
2023-01-19,Produto_97,17.22,1,168
2023-01-19,Produto_97,17.22,1,168
2023-01-19,Produto_97,17.22,1,168
2023-01-19,Produto_97,17.22,0,168
2023-01-19,Produto_98,57.21,1,251
2023-01-19,Produto_98,57.21,1,251
2023-01-19,Produto_98,57.21,0,251
2023-01-19,Produto_98,57.21,1,251
2023-01-19,Produto_98,57.21,0,251
2023-01-19,Produto_99,46.94,1,174
2023-01-19,Produto_99,46.94,1,174
2023-01-19,Produto_99,46.94,0,174
2023-01-19,Produto_99,46.94,0,174
2023-01-19,Produto_99,46.94,0,174
2023-01-19,Produto_99,46.94,0,174
2023-01-19,Produto_99,46.94,1,174
2023-01-19,Produto_100,98.41,0,179
2023-01-19,Produto_100,98.41,1,179
2023-01-19,Produto_100,98.41,0,179
2023-01-19,Produto_100,98.41,0,179
2023-01-19,Produto_101,20.08,0,210
2023-01-19,Produto_102,45.81,0,272
2023-01-19,Produto_102,45.81,0,272
2023-01-19,Produto_102,45.81,0,272
2023-01-19,Produto_105,83.54,0,247
2023-01-19,Produto_105,83.54,1,247
2023-01-19,Produto_105,83.54,1,247
2023-01-19,Produto_105,83.54,1,247
2023-01-19,Produto_105,83.54,1,247
2023-01-19,Produto_106,33.21,0,377
2023-01-19,Produto_107,25.38,1,186
2023-01-19,Produto_107,25.38,0,186
2023-01-19,Produto_107,25.38,0,186
2023-01-19,Produto_107,25.38,0,186
2023-01-19,Produto_107,25.38,1,186
2023-01-19,Produto_109,93.64,1,138
2023-01-19,Produto_109,93.64,1,138
2023-01-19,Produto_109,93.64,0,138
2023-01-19,Produto_109,93.64,1,138
2023-01-19,Produto_109,93.64,0,138
2023-01-19,Produto_109,93.64,1,138
2023-01-19,Produto_109,93.64,0,138
2023-01-19,Produto_109,93.64,0,138
2023-01-19,Produto_109,93.64,0,138
2023-01-19,Produto_110,60.11,0,360
2023-01-19,Produto_110,60.11,1,360
2023-01-19,Produto_111,61.45,1,25
2023-01-19,Produto_111,61.45,0,25
2023-01-19,Produto_111,61.45,1,25
2023-01-19,Produto_111,61.45,1,25
2023-01-19,Produto_111,61.45,1,25
2023-01-19,Produto_111,61.45,0,25
2023-01-19,Produto_111,61.45,0,25
2023-01-19,Produto_111,61.45,0,25
2023-01-19,Produto_112,35.2,0,110
2023-01-19,Produto_114,26.83,0,250
2023-01-19,Produto_114,26.83,1,250
2023-01-19,Produto_114,26.83,0,250
2023-01-19,Produto_114,26.83,0,250
2023-01-19,Produto_114,26.83,1,250
2023-01-19,Produto_114,26.83,1,250
2023-01-19,Produto_114,26.83,1,250
2023-01-19,Produto_115,39.13,1,19
2023-01-19,Produto_115,39.13,1,19
2023-01-19,Produto_115,39.13,0,19
2023-01-19,Produto_115,39.13,1,19
2023-01-19,Produto_115,39.13,0,19
2023-01-19,Produto_116,48.29,0,300
2023-01-19,Produto_116,48.29,1,300
2023-01-19,Produto_116,48.29,0,300
2023-01-19,Produto_116,48.29,1,300
2023-01-19,Produto_116,48.29,1,300
2023-01-19,Produto_117,55.68,0,294
2023-01-19,Produto_117,55.68,0,294
2023-01-19,Produto_117,55.68,0,294
2023-01-19,Produto_117,55.68,1,294
2023-01-19,Produto_117,55.68,0,294
2023-01-19,Produto_117,55.68,0,294
2023-01-19,Produto_119,20.34,1,309
2023-01-19,Produto_119,20.34,1,309
2023-01-19,Produto_119,20.34,0,309
2023-01-19,Produto_119,20.34,1,309
2023-01-19,Produto_120,64.96,0,113
2023-01-19,Produto_120,64.96,1,113
2023-01-19,Produto_120,64.96,0,113
2023-01-19,Produto_121,35.98,1,82
2023-01-19,Produto_121,35.98,1,82
2023-01-19,Produto_121,35.98,1,82
2023-01-19,Produto_121,35.98,0,82
2023-01-19,Produto_121,35.98,1,82
2023-01-19,Produto_122,62.31,0,23
2023-01-19,Produto_122,62.31,1,23
2023-01-19,Produto_122,62.31,1,23
2023-01-19,Produto_122,62.31,1,23
2023-01-19,Produto_122,62.31,1,23
2023-01-19,Produto_122,62.31,1,23
2023-01-19,Produto_122,62.31,0,23
2023-01-19,Produto_123,23.89,0,125
2023-01-19,Produto_123,23.89,1,125
2023-01-19,Produto_123,23.89,0,125
2023-01-19,Produto_124,53.3,1,33
2023-01-19,Produto_124,53.3,1,33
2023-01-19,Produto_124,53.3,1,33
2023-01-19,Produto_124,53.3,0,33
2023-01-19,Produto_125,57.93,1,358
2023-01-19,Produto_125,57.93,1,358
2023-01-19,Produto_125,57.93,0,358
2023-01-19,Produto_125,57.93,1,358
2023-01-19,Produto_125,57.93,0,358
2023-01-19,Produto_125,57.93,0,358
2023-01-19,Produto_126,14.66,1,113
2023-01-19,Produto_126,14.66,1,113
2023-01-19,Produto_126,14.66,1,113
2023-01-19,Produto_126,14.66,1,113
2023-01-19,Produto_126,14.66,0,113
2023-01-19,Produto_127,40.29,0,375
2023-01-19,Produto_127,40.29,0,375
2023-01-19,Produto_127,40.29,0,375
2023-01-19,Produto_128,22.1,1,247
2023-01-19,Produto_128,22.1,1,247
2023-01-19,Produto_128,22.1,0,247
2023-01-19,Produto_129,15.7,0,351
2023-01-19,Produto_129,15.7,1,351
2023-01-19,Produto_129,15.7,1,351
2023-01-19,Produto_129,15.7,0,351
2023-01-19,Produto_129,15.7,0,351
2023-01-19,Produto_129,15.7,1,351
2023-01-19,Produto_129,15.7,0,351
2023-01-19,Produto_129,15.7,0,351
2023-01-19,Produto_129,15.7,0,351
2023-01-19,Produto_130,99.1,0,242
2023-01-19,Produto_130,99.1,0,242
2023-01-19,Produto_130,99.1,1,242
2023-01-19,Produto_132,82.89,1,13
2023-01-19,Produto_132,82.89,0,13
2023-01-19,Produto_132,82.89,1,13
2023-01-19,Produto_132,82.89,1,13
2023-01-19,Produto_134,71.34,0,102
2023-01-19,Produto_134,71.34,1,102
2023-01-19,Produto_134,71.34,0,102
2023-01-19,Produto_134,71.34,1,102
2023-01-19,Produto_134,71.34,1,102
2023-01-19,Produto_134,71.34,0,102
2023-01-19,Produto_134,71.34,0,102
2023-01-19,Produto_135,78.42,0,166
2023-01-19,Produto_135,78.42,0,166
2023-01-19,Produto_135,78.42,0,166
2023-01-19,Produto_135,78.42,1,166
2023-01-19,Produto_135,78.42,0,166
2023-01-19,Produto_135,78.42,1,166
2023-01-19,Produto_136,63.61,1,287
2023-01-19,Produto_136,63.61,1,287
2023-01-19,Produto_136,63.61,1,287
2023-01-19,Produto_136,63.61,1,287
2023-01-19,Produto_137,52.44,0,251
2023-01-19,Produto_137,52.44,0,251
2023-01-19,Produto_139,41.4,1,5
2023-01-19,Produto_139,41.4,0,5
2023-01-19,Produto_139,41.4,0,5
2023-01-19,Produto_139,41.4,1,5
2023-01-19,Produto_139,41.4,0,5
2023-01-19,Produto_139,41.4,0,5
2023-01-19,Produto_140,93.66,0,25
2023-01-19,Produto_140,93.66,0,25
2023-01-19,Produto_141,84.76,1,365
2023-01-19,Produto_141,84.76,0,365
2023-01-19,Produto_141,84.76,1,365
2023-01-19,Produto_142,96.85,1,33
2023-01-19,Produto_142,96.85,0,33
2023-01-19,Produto_142,96.85,0,33
2023-01-19,Produto_142,96.85,1,33
2023-01-19,Produto_143,21.19,0,183
2023-01-19,Produto_143,21.19,0,183
2023-01-19,Produto_143,21.19,0,183
2023-01-19,Produto_143,21.19,1,183
2023-01-19,Produto_143,21.19,1,183
2023-01-19,Produto_143,21.19,1,183
2023-01-19,Produto_143,21.19,0,183
2023-01-19,Produto_144,75.78,1,262
2023-01-19,Produto_144,75.78,1,262
2023-01-19,Produto_144,75.78,0,262
2023-01-19,Produto_144,75.78,1,262
2023-01-19,Produto_144,75.78,1,262
2023-01-19,Produto_144,75.78,0,262
2023-01-19,Produto_145,94.45,1,67
2023-01-19,Produto_145,94.45,0,67
2023-01-19,Produto_145,94.45,1,67
2023-01-19,Produto_145,94.45,0,67
2023-01-19,Produto_145,94.45,0,67
2023-01-19,Produto_145,94.45,1,67
2023-01-19,Produto_145,94.45,0,67
2023-01-19,Produto_145,94.45,1,67
2023-01-19,Produto_146,26.31,0,157
2023-01-19,Produto_146,26.31,0,157
2023-01-19,Produto_147,15.98,0,322
2023-01-19,Produto_147,15.98,1,322
2023-01-19,Produto_147,15.98,0,322
2023-01-19,Produto_147,15.98,0,322
2023-01-19,Produto_147,15.98,1,322
2023-01-19,Produto_147,15.98,1,322
2023-01-19,Produto_147,15.98,1,322
2023-01-19,Produto_147,15.98,1,322
2023-01-19,Produto_147,15.98,1,322
2023-01-19,Produto_151,22.58,1,196
2023-01-19,Produto_151,22.58,0,196
2023-01-19,Produto_151,22.58,0,196
2023-01-19,Produto_151,22.58,0,196
2023-01-19,Produto_151,22.58,0,196
2023-01-19,Produto_151,22.58,1,196
2023-01-19,Produto_151,22.58,1,196
2023-01-19,Produto_151,22.58,1,196
2023-01-19,Produto_151,22.58,0,196
2023-01-19,Produto_153,28.15,0,387
2023-01-19,Produto_154,24.73,1,100
2023-01-19,Produto_155,24.78,1,240
2023-01-19,Produto_155,24.78,0,240
2023-01-19,Produto_155,24.78,0,240
2023-01-19,Produto_155,24.78,1,240
2023-01-19,Produto_155,24.78,0,240
2023-01-19,Produto_155,24.78,1,240
2023-01-19,Produto_157,69.87,0,169
2023-01-19,Produto_157,69.87,0,169
2023-01-19,Produto_157,69.87,1,169
2023-01-19,Produto_157,69.87,1,169
2023-01-19,Produto_157,69.87,0,169
2023-01-19,Produto_157,69.87,1,169
2023-01-19,Produto_157,69.87,1,169
2023-01-19,Produto_157,69.87,0,169
2023-01-19,Produto_158,57.08,0,245
2023-01-19,Produto_158,57.08,1,245
2023-01-19,Produto_158,57.08,1,245
2023-01-19,Produto_158,57.08,0,245
2023-01-19,Produto_158,57.08,0,245
2023-01-19,Produto_158,57.08,1,245
2023-01-19,Produto_158,57.08,1,245
2023-01-19,Produto_159,42.29,1,344
2023-01-19,Produto_159,42.29,1,344
2023-01-19,Produto_159,42.29,1,344
2023-01-19,Produto_160,88.95,0,329
2023-01-19,Produto_161,45.32,0,267
2023-01-19,Produto_161,45.32,1,267
2023-01-19,Produto_162,83.49,0,330
2023-01-19,Produto_162,83.49,1,330
2023-01-19,Produto_162,83.49,1,330
2023-01-19,Produto_162,83.49,1,330
2023-01-19,Produto_162,83.49,1,330
2023-01-19,Produto_162,83.49,1,330
2023-01-19,Produto_162,83.49,0,330
2023-01-19,Produto_162,83.49,1,330
2023-01-19,Produto_162,83.49,1,330
2023-01-19,Produto_163,49.52,1,172
2023-01-19,Produto_163,49.52,0,172
2023-01-19,Produto_163,49.52,1,172
2023-01-19,Produto_163,49.52,1,172
2023-01-19,Produto_165,51.64,0,323
2023-01-19,Produto_165,51.64,1,323
2023-01-19,Produto_165,51.64,0,323
2023-01-19,Produto_165,51.64,0,323
2023-01-19,Produto_165,51.64,0,323
2023-01-19,Produto_165,51.64,0,323
2023-01-19,Produto_165,51.64,1,323
2023-01-19,Produto_165,51.64,0,323
2023-01-19,Produto_167,77.28,1,339
2023-01-19,Produto_167,77.28,1,339
2023-01-19,Produto_167,77.28,0,339
2023-01-19,Produto_167,77.28,1,339
2023-01-19,Produto_167,77.28,1,339
2023-01-19,Produto_167,77.28,1,339
2023-01-19,Produto_167,77.28,0,339
2023-01-19,Produto_168,55.24,0,145
2023-01-19,Produto_168,55.24,1,145
2023-01-19,Produto_169,30.9,1,19
2023-01-19,Produto_169,30.9,0,19
2023-01-19,Produto_169,30.9,0,19
2023-01-19,Produto_169,30.9,1,19
2023-01-19,Produto_169,30.9,1,19
2023-01-19,Produto_169,30.9,0,19
2023-01-19,Produto_169,30.9,0,19
2023-01-19,Produto_169,30.9,0,19
2023-01-19,Produto_170,90.96,0,320
2023-01-19,Produto_170,90.96,1,320
2023-01-19,Produto_170,90.96,0,320
2023-01-19,Produto_170,90.96,1,320
2023-01-19,Produto_170,90.96,0,320
2023-01-19,Produto_170,90.96,0,320
2023-01-19,Produto_170,90.96,1,320
2023-01-19,Produto_170,90.96,1,320
2023-01-19,Produto_170,90.96,1,320
2023-01-19,Produto_171,44.55,1,199
2023-01-19,Produto_171,44.55,0,199
2023-01-19,Produto_172,58.92,0,205
2023-01-19,Produto_172,58.92,0,205
2023-01-19,Produto_172,58.92,0,205
2023-01-19,Produto_172,58.92,0,205
2023-01-19,Produto_172,58.92,0,205
2023-01-19,Produto_172,58.92,0,205
2023-01-19,Produto_172,58.92,1,205
2023-01-19,Produto_172,58.92,0,205
2023-01-19,Produto_172,58.92,0,205
2023-01-19,Produto_173,91.58,1,22
2023-01-19,Produto_173,91.58,1,22
2023-01-19,Produto_173,91.58,0,22
2023-01-19,Produto_173,91.58,1,22
2023-01-19,Produto_173,91.58,1,22
2023-01-19,Produto_173,91.58,1,22
2023-01-19,Produto_173,91.58,1,22
2023-01-19,Produto_175,20.52,0,358
2023-01-19,Produto_175,20.52,1,358
2023-01-19,Produto_175,20.52,1,358
2023-01-19,Produto_176,94.58,1,201
2023-01-19,Produto_176,94.58,1,201
2023-01-19,Produto_176,94.58,0,201
2023-01-19,Produto_177,66.49,1,377
2023-01-19,Produto_177,66.49,0,377
2023-01-19,Produto_177,66.49,0,377
2023-01-19,Produto_177,66.49,0,377
2023-01-19,Produto_177,66.49,1,377
2023-01-19,Produto_178,40.14,0,169
2023-01-19,Produto_179,22.53,1,205
2023-01-19,Produto_179,22.53,1,205
2023-01-19,Produto_179,22.53,0,205
2023-01-19,Produto_179,22.53,0,205
2023-01-19,Produto_179,22.53,1,205
2023-01-19,Produto_179,22.53,1,205
2023-01-19,Produto_180,81.46,0,108
2023-01-19,Produto_180,81.46,1,108
2023-01-19,Produto_180,81.46,0,108
2023-01-19,Produto_180,81.46,0,108
2023-01-19,Produto_181,65.81,0,118
2023-01-19,Produto_181,65.81,0,118
2023-01-19,Produto_181,65.81,0,118
2023-01-19,Produto_181,65.81,1,118
2023-01-19,Produto_181,65.81,1,118
2023-01-19,Produto_181,65.81,1,118
2023-01-19,Produto_181,65.81,1,118
2023-01-19,Produto_181,65.81,1,118
2023-01-19,Produto_181,65.81,0,118
2023-01-19,Produto_183,90.45,0,6
2023-01-19,Produto_183,90.45,0,6
2023-01-19,Produto_183,90.45,1,6
2023-01-19,Produto_183,90.45,0,6
2023-01-19,Produto_183,90.45,0,6
2023-01-19,Produto_185,23.65,0,132
2023-01-19,Produto_185,23.65,0,132
2023-01-19,Produto_185,23.65,0,132
2023-01-19,Produto_185,23.65,1,132
2023-01-19,Produto_185,23.65,0,132
2023-01-19,Produto_186,38.05,1,309
2023-01-19,Produto_186,38.05,0,309
2023-01-19,Produto_186,38.05,1,309
2023-01-19,Produto_186,38.05,1,309
2023-01-19,Produto_186,38.05,1,309
2023-01-19,Produto_187,32.36,0,123
2023-01-19,Produto_187,32.36,1,123
2023-01-19,Produto_187,32.36,0,123
2023-01-19,Produto_187,32.36,1,123
2023-01-19,Produto_187,32.36,0,123
2023-01-19,Produto_187,32.36,0,123
2023-01-19,Produto_187,32.36,1,123
2023-01-19,Produto_187,32.36,1,123
2023-01-19,Produto_187,32.36,1,123
2023-01-19,Produto_188,76.96,1,213
2023-01-19,Produto_188,76.96,1,213
2023-01-19,Produto_188,76.96,1,213
2023-01-19,Produto_188,76.96,1,213
2023-01-19,Produto_188,76.96,0,213
2023-01-19,Produto_188,76.96,0,213
2023-01-19,Produto_188,76.96,0,213
2023-01-19,Produto_189,13.02,1,45
2023-01-19,Produto_189,13.02,0,45
2023-01-19,Produto_189,13.02,0,45
2023-01-19,Produto_189,13.02,0,45
2023-01-19,Produto_189,13.02,1,45
2023-01-19,Produto_189,13.02,0,45
2023-01-19,Produto_189,13.02,1,45
2023-01-19,Produto_189,13.02,1,45
2023-01-19,Produto_189,13.02,1,45
2023-01-19,Produto_190,61.29,0,260
2023-01-19,Produto_190,61.29,0,260
2023-01-19,Produto_190,61.29,1,260
2023-01-19,Produto_191,78.62,0,38
2023-01-19,Produto_191,78.62,1,38
2023-01-19,Produto_191,78.62,1,38
2023-01-19,Produto_191,78.62,0,38
2023-01-19,Produto_191,78.62,1,38
2023-01-19,Produto_191,78.62,1,38
2023-01-19,Produto_191,78.62,0,38
2023-01-19,Produto_191,78.62,0,38
2023-01-19,Produto_191,78.62,0,38
2023-01-19,Produto_192,88.91,1,134
2023-01-19,Produto_192,88.91,0,134
2023-01-19,Produto_192,88.91,0,134
2023-01-19,Produto_192,88.91,1,134
2023-01-19,Produto_192,88.91,1,134
2023-01-19,Produto_192,88.91,1,134
2023-01-19,Produto_192,88.91,0,134
2023-01-19,Produto_194,83.91,1,47
2023-01-19,Produto_194,83.91,1,47
2023-01-19,Produto_194,83.91,1,47
2023-01-19,Produto_194,83.91,1,47
2023-01-19,Produto_194,83.91,0,47
2023-01-19,Produto_194,83.91,0,47
2023-01-19,Produto_194,83.91,0,47
2023-01-19,Produto_194,83.91,1,47
2023-01-19,Produto_195,19.96,1,407
2023-01-19,Produto_195,19.96,1,407
2023-01-19,Produto_195,19.96,1,407
2023-01-19,Produto_197,21.47,0,250
2023-01-19,Produto_197,21.47,0,250
2023-01-19,Produto_200,23.49,0,13
2023-01-19,Produto_200,23.49,1,13
2023-01-19,Produto_200,23.49,1,13
2023-01-19,Produto_200,23.49,1,13
2023-01-19,Produto_200,23.49,0,13
2023-01-19,Produto_200,23.49,1,13
2023-01-19,Produto_202,75.0,0,263
2023-01-19,Produto_202,75.0,0,263
2023-01-19,Produto_202,75.0,0,263
2023-01-19,Produto_204,67.7,1,300
2023-01-19,Produto_206,58.85,0,321
2023-01-19,Produto_206,58.85,1,321
2023-01-19,Produto_206,58.85,1,321
